,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,0.06327207537991253,-0.9289663003121562,0.06650821516112303,0.5062533677618919,-1.921204676004225,-1.834982954126402,11.986916065216064,86
X2,0.1,1.5948343325570424,-0.24600795293949854,0.7933775412779772,0.9392224987278036,-2.0868502384360395,-0.26192723584956856,11.986916065216064,86
X3,-0.5,1.2716551721262561,-0.18353167034193524,0.8047570194183767,0.7424559035105702,-1.6387185128101265,-0.24719538153597875,11.986916065216064,86
X4,-0.3,0.7885925702628125,-0.39023024124794636,0.5164583435025726,0.6014512570183732,-1.5690530527587052,-0.648814407974586,11.986916065216064,86
X5,0.4,0.9921539983791621,-0.22832369173557598,0.7138690611422128,0.6227041364610463,-1.448801381850314,-0.3666648065535356,11.986916065216064,86
X6,-0.2,0.4059080009032302,-0.22083245603422252,0.48982025297886045,0.31977141260627884,-0.8475729129716753,-0.6905947415197001,11.986916065216064,86
X7,-0.25,0.3271536427534075,-0.05028282613587859,0.7940074909329731,0.1925731640424447,-0.4277192950251647,-0.26111024547945755,11.986916065216064,86
X8,0.35,2.2573566207508375,0.1243712318590136,0.909013767480216,1.0882778402520779,-2.00861415703281,0.11428260988040102,11.986916065216064,86
X9,-0.1,1.1087244945729364,-0.2941005793425564,0.681142869824013,0.7157402247773392,-1.6969256532580492,-0.4109040810638366,11.986916065216064,86
X10,0.5,0.9990197618038361,-0.041658778841923844,0.9374636237843408,0.5309681915819677,-1.0823373194876837,-0.0784581440138732,11.986916065216064,86
